trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed
T01507,2023-01-16,21:45:00,Train,Route_19,Station_27,Station_33,21:49:00,22:33:00,1,4,Fog,11.6,89,19,14.5,Festival,0,55,0,0,0,Winter,0
T01508,2023-01-16,22:00:00,Metro,Route_9,Station_21,Station_10,22:01:00,22:24:00,2,1,Fog,2.5,66,53,6.7,None,0,38,0,0,0,Winter,0
T01509,2023-01-16,22:15:00,Metro,Route_20,Station_18,Station_47,22:17:00,23:03:00,10,26,Fog,-0.9,68,25,13.6,Festival,50000,80,0,0,0,Winter,1
T01510,2023-01-16,22:30:00,Tram,Route_13,Station_13,Station_42,22:34:00,23:19:00,13,4,Fog,7.1,82,31,12.3,None,0,99,0,0,0,Autumn,0
T01511,2023-01-16,22:45:00,Tram,Route_7,Station_16,Station_12,22:49:00,23:33:00,19,15,Storm,29.4,57,38,10.1,Festival,0,38,0,1,0,Autumn,1
T01512,2023-01-16,23:00:00,Bus,Route_14,Station_9,Station_16,23:03:00,23:45:00,2,26,Storm,-4.3,44,37,17.1,None,0,47,0,0,0,Winter,1
T01513,2023-01-16,23:15:00,Bus,Route_9,Station_12,Station_41,23:17:00,23:53:00,5,11,Rain,6.7,89,58,14.2,None,0,24,0,1,0,Winter,1
T01514,2023-01-16,23:30:00,Metro,Route_19,Station_44,Station_32,23:30:00,00:15:00,13,23,Storm,12.0,89,48,17.8,Protest,500,33,0,1,0,Winter,1
T01515,2023-01-16,23:45:00,Train,Route_15,Station_38,Station_15,23:47:00,00:41:00,-2,9,Storm,15.4,35,52,5.6,None,0,20,0,0,0,Winter,1
T01516,2023-01-17,00:00:00,Tram,Route_20,Station_19,Station_27,00:02:00,00:46:00,3,10,Clear,2.3,81,23,7.0,Sports,0,24,0,0,1,Summer,1
T01517,2023-01-17,00:15:00,Tram,Route_14,Station_7,Station_28,00:17:00,01:04:00,8,26,Clear,33.6,41,30,12.4,None,10000,88,0,0,1,Summer,1
T01518,2023-01-17,00:30:00,Metro,Route_6,Station_35,Station_17,00:34:00,01:19:00,13,9,Cloudy,18.2,48,39,19.3,Sports,0,21,0,0,1,Summer,1
T01519,2023-01-17,00:45:00,Bus,Route_4,Station_48,Station_46,00:49:00,01:07:00,2,12,Rain,15.9,31,11,7.4,Festival,0,22,0,0,1,Autumn,1
T01520,2023-01-17,01:00:00,Train,Route_8,Station_18,Station_50,01:01:00,01:26:00,13,3,Clear,-4.6,84,57,0.6,Parade,50000,24,0,0,1,Spring,0
T01521,2023-01-17,01:15:00,Bus,Route_17,Station_16,Station_2,01:15:00,01:43:00,4,23,Rain,14.4,44,56,8.9,None,0,77,0,1,1,Winter,1
T01522,2023-01-17,01:30:00,Bus,Route_9,Station_39,Station_36,01:33:00,02:02:00,16,11,Rain,28.5,93,35,10.9,None,10000,77,0,0,1,Summer,1
T01523,2023-01-17,01:45:00,Bus,Route_1,Station_4,Station_50,01:47:00,02:19:00,-2,24,Fog,3.8,98,9,16.0,Parade,50000,25,1,0,1,Summer,1
T01524,2023-01-17,02:00:00,Bus,Route_20,Station_25,Station_7,02:00:00,02:24:00,6,3,Snow,9.0,44,5,14.6,Festival,0,29,0,0,1,Summer,0
T01525,2023-01-17,02:15:00,Tram,Route_14,Station_32,Station_13,02:15:00,03:03:00,15,16,Snow,-4.2,72,6,19.3,None,0,89,0,0,1,Winter,1
T01526,2023-01-17,02:30:00,Tram,Route_11,Station_40,Station_15,02:31:00,03:24:00,10,28,Snow,34.1,46,52,15.7,None,0,37,0,1,1,Winter,1
T01527,2023-01-17,02:45:00,Bus,Route_3,Station_13,Station_25,02:48:00,03:31:00,12,28,Rain,-2.3,53,30,6.0,None,10000,85,0,0,1,Spring,1
T01528,2023-01-17,03:00:00,Train,Route_9,Station_45,Station_23,03:02:00,03:46:00,0,22,Fog,30.9,59,26,12.8,Parade,0,33,0,0,1,Autumn,1
T01529,2023-01-17,03:15:00,Metro,Route_14,Station_17,Station_22,03:18:00,03:42:00,7,16,Cloudy,7.5,96,7,13.4,None,2000,88,0,1,1,Spring,1
T01530,2023-01-17,03:30:00,Train,Route_9,Station_49,Station_26,03:31:00,04:21:00,6,14,Cloudy,18.5,80,2,20.0,None,50000,99,0,1,1,Winter,1
T01531,2023-01-17,03:45:00,Train,Route_4,Station_37,Station_33,03:49:00,04:24:00,10,11,Snow,22.2,89,39,2.8,Concert,10000,76,0,1,1,Spring,1
T01532,2023-01-17,04:00:00,Train,Route_4,Station_6,Station_11,04:00:00,04:29:00,13,18,Cloudy,0.6,32,46,3.8,Festival,50000,92,0,1,1,Summer,1
T01533,2023-01-17,04:15:00,Bus,Route_8,Station_19,Station_10,04:17:00,04:47:00,0,18,Fog,12.8,34,20,3.1,Protest,2000,72,0,0,1,Spring,1
T01534,2023-01-17,04:30:00,Tram,Route_2,Station_13,Station_25,04:34:00,05:18:00,19,17,Snow,8.0,57,0,11.8,None,50000,14,0,0,1,Summer,1
T01535,2023-01-17,04:45:00,Train,Route_9,Station_26,Station_37,04:46:00,05:39:00,12,-2,Fog,-2.7,40,44,2.7,None,0,94,0,0,1,Spring,0
T01536,2023-01-17,05:00:00,Bus,Route_14,Station_14,Station_48,05:03:00,05:27:00,14,14,Cloudy,28.3,44,53,13.1,Parade,2000,43,0,0,1,Summer,1
T01537,2023-01-17,05:15:00,Train,Route_9,Station_31,Station_43,05:15:00,06:03:00,11,19,Snow,-3.2,77,49,16.1,Sports,2000,90,0,0,1,Spring,1
T01538,2023-01-17,05:30:00,Train,Route_16,Station_4,Station_38,05:32:00,06:20:00,4,9,Fog,21.1,75,14,8.7,Concert,0,94,0,1,1,Autumn,1
T01539,2023-01-17,05:45:00,Bus,Route_17,Station_39,Station_41,05:49:00,06:34:00,17,5,Storm,7.6,57,6,11.2,Sports,0,9,0,0,1,Spring,0
T01540,2023-01-17,06:00:00,Tram,Route_16,Station_8,Station_45,06:04:00,06:41:00,13,3,Storm,2.7,36,14,18.3,None,500,36,0,1,1,Winter,0
T01541,2023-01-17,06:15:00,Tram,Route_12,Station_25,Station_24,06:15:00,06:55:00,18,-3,Fog,21.7,35,24,11.4,Sports,0,6,0,0,1,Winter,0
T01542,2023-01-17,06:30:00,Metro,Route_3,Station_13,Station_40,06:33:00,07:01:00,5,-2,Fog,18.0,87,2,4.2,None,0,31,0,0,1,Summer,0
T01543,2023-01-17,06:45:00,Bus,Route_11,Station_32,Station_46,06:46:00,07:15:00,1,0,Clear,7.6,97,29,6.9,None,0,10,0,0,1,Winter,0
T01544,2023-01-17,07:00:00,Metro,Route_14,Station_38,Station_33,07:03:00,07:21:00,17,10,Clear,15.5,84,57,10.6,Festival,50000,47,0,0,1,Summer,1
T01545,2023-01-17,07:15:00,Metro,Route_18,Station_38,Station_17,07:18:00,07:36:00,12,28,Rain,4.8,96,13,3.1,None,0,91,0,0,1,Autumn,1
T01546,2023-01-17,07:30:00,Metro,Route_5,Station_28,Station_24,07:33:00,08:23:00,2,-2,Snow,29.5,78,51,12.3,None,10000,67,0,0,1,Winter,0
T01547,2023-01-17,07:45:00,Tram,Route_16,Station_30,Station_37,07:45:00,08:07:00,10,10,Rain,7.6,80,3,20.0,None,0,47,0,0,1,Winter,1
T01548,2023-01-17,08:00:00,Bus,Route_20,Station_3,Station_2,08:00:00,08:35:00,3,16,Rain,4.8,88,35,13.1,None,0,44,0,1,1,Summer,1
T01549,2023-01-17,08:15:00,Metro,Route_5,Station_28,Station_32,08:16:00,08:38:00,2,21,Cloudy,25.1,35,2,7.4,Protest,0,94,1,0,1,Autumn,1
T01550,2023-01-17,08:30:00,Bus,Route_3,Station_3,Station_24,08:33:00,09:12:00,14,4,Storm,-4.3,80,4,6.6,Concert,500,92,0,0,1,Autumn,0
T01551,2023-01-17,08:45:00,Bus,Route_12,Station_45,Station_9,08:45:00,09:24:00,4,24,Cloudy,5.7,67,24,18.6,None,10000,32,0,0,1,Spring,1
T01552,2023-01-17,09:00:00,Tram,Route_1,Station_34,Station_4,09:01:00,09:44:00,3,17,Snow,10.0,40,30,17.4,None,2000,3,0,0,1,Summer,1
T01553,2023-01-17,09:15:00,Metro,Route_9,Station_16,Station_17,09:16:00,10:04:00,-1,19,Fog,30.3,81,10,9.4,None,2000,46,1,1,1,Summer,1
T01554,2023-01-17,09:30:00,Metro,Route_9,Station_22,Station_17,09:33:00,10:07:00,8,28,Clear,33.0,49,7,7.1,None,0,89,0,1,1,Autumn,1
T01555,2023-01-17,09:45:00,Bus,Route_4,Station_32,Station_50,09:47:00,10:15:00,4,4,Snow,23.7,39,25,14.2,Sports,2000,52,0,1,1,Summer,0
T01556,2023-01-17,10:00:00,Train,Route_3,Station_38,Station_48,10:03:00,10:48:00,19,27,Fog,14.7,55,1,6.3,None,0,30,1,0,1,Winter,1
T01557,2023-01-17,10:15:00,Tram,Route_17,Station_8,Station_30,10:17:00,10:51:00,18,12,Snow,20.6,77,27,2.4,Sports,0,30,0,0,1,Winter,1
T01558,2023-01-17,10:30:00,Tram,Route_2,Station_8,Station_40,10:31:00,11:15:00,5,23,Fog,11.6,43,47,6.2,None,10000,26,0,1,1,Winter,1
T01559,2023-01-17,10:45:00,Tram,Route_1,Station_6,Station_11,10:45:00,11:27:00,2,14,Clear,7.0,88,56,8.7,None,10000,88,0,1,1,Summer,1
T01560,2023-01-17,11:00:00,Tram,Route_8,Station_14,Station_21,11:04:00,11:39:00,15,11,Fog,33.0,41,59,5.1,None,0,47,0,1,1,Spring,1
T01561,2023-01-17,11:15:00,Metro,Route_13,Station_32,Station_21,11:16:00,11:36:00,19,23,Rain,-0.4,52,9,4.3,None,50000,35,0,1,1,Spring,1
T01562,2023-01-17,11:30:00,Metro,Route_15,Station_35,Station_18,11:30:00,12:13:00,13,13,Snow,8.9,68,49,0.1,Festival,2000,48,0,0,1,Autumn,1
T01563,2023-01-17,11:45:00,Train,Route_8,Station_10,Station_29,11:46:00,12:35:00,11,-2,Clear,31.0,38,38,12.6,None,0,30,0,0,1,Summer,0
T01564,2023-01-17,12:00:00,Tram,Route_12,Station_3,Station_24,12:03:00,12:46:00,9,27,Fog,23.9,54,36,12.3,None,0,43,0,1,1,Autumn,1
T01565,2023-01-17,12:15:00,Tram,Route_12,Station_12,Station_10,12:17:00,12:36:00,14,-1,Rain,-3.8,46,38,3.8,Festival,50000,58,0,1,1,Summer,0
T01566,2023-01-17,12:30:00,Bus,Route_14,Station_49,Station_45,12:31:00,13:03:00,2,13,Rain,-4.1,71,20,18.9,Concert,2000,22,0,1,1,Spring,1
T01567,2023-01-17,12:45:00,Metro,Route_15,Station_31,Station_17,12:45:00,13:08:00,11,10,Storm,15.7,58,27,8.2,None,0,98,0,0,1,Winter,1
T01568,2023-01-17,13:00:00,Tram,Route_15,Station_29,Station_18,13:03:00,13:32:00,3,10,Rain,14.4,89,37,0.5,Parade,500,67,0,0,1,Summer,1
T01569,2023-01-17,13:15:00,Train,Route_9,Station_5,Station_42,13:19:00,14:10:00,12,-3,Cloudy,12.7,96,55,4.4,None,0,91,0,0,1,Spring,0
T01570,2023-01-17,13:30:00,Train,Route_19,Station_25,Station_48,13:33:00,14:24:00,4,25,Clear,7.1,86,32,13.8,Sports,0,41,0,0,1,Spring,1
T01571,2023-01-17,13:45:00,Metro,Route_20,Station_41,Station_20,13:47:00,14:12:00,11,0,Clear,34.5,43,10,4.0,None,500,41,0,0,1,Spring,0
T01572,2023-01-17,14:00:00,Train,Route_8,Station_31,Station_37,14:03:00,14:21:00,15,29,Clear,5.9,68,44,1.1,Concert,0,12,0,1,1,Winter,1
T01573,2023-01-17,14:15:00,Train,Route_19,Station_21,Station_45,14:19:00,14:40:00,-2,13,Fog,14.6,45,43,12.4,None,500,0,1,0,1,Spring,1
T01574,2023-01-17,14:30:00,Metro,Route_6,Station_20,Station_18,14:30:00,15:20:00,3,24,Snow,11.2,47,0,10.4,None,50000,75,0,0,1,Autumn,1
T01575,2023-01-17,14:45:00,Tram,Route_20,Station_39,Station_17,14:46:00,15:14:00,0,22,Fog,1.8,49,52,15.2,Concert,50000,52,0,0,1,Spring,1
T01576,2023-01-17,15:00:00,Tram,Route_19,Station_22,Station_9,15:02:00,15:40:00,2,4,Cloudy,3.1,75,46,15.5,Concert,2000,39,0,0,1,Spring,0
T01577,2023-01-17,15:15:00,Train,Route_4,Station_4,Station_14,15:19:00,15:44:00,9,14,Snow,31.7,74,32,19.2,Sports,50000,89,0,0,1,Summer,1
T01578,2023-01-17,15:30:00,Train,Route_7,Station_13,Station_49,15:32:00,16:12:00,8,27,Rain,29.3,33,2,1.1,Festival,10000,45,0,1,1,Summer,1
T01579,2023-01-17,15:45:00,Tram,Route_4,Station_45,Station_29,15:48:00,16:07:00,10,23,Fog,3.0,49,25,0.8,None,0,86,1,0,1,Summer,1
T01580,2023-01-17,16:00:00,Metro,Route_12,Station_42,Station_31,16:02:00,16:51:00,13,12,Snow,30.0,40,14,19.7,None,50000,21,0,0,1,Spring,1
T01581,2023-01-17,16:15:00,Train,Route_13,Station_50,Station_4,16:19:00,16:54:00,15,6,Rain,3.4,94,40,12.9,Concert,0,51,0,1,1,Spring,1
T01582,2023-01-17,16:30:00,Bus,Route_3,Station_49,Station_18,16:31:00,16:59:00,14,8,Snow,20.1,47,13,14.3,Sports,0,27,1,0,1,Autumn,1
T01583,2023-01-17,16:45:00,Metro,Route_12,Station_20,Station_20,16:46:00,17:33:00,14,18,Rain,-1.7,68,22,1.9,None,500,52,0,0,1,Winter,1
T01584,2023-01-17,17:00:00,Train,Route_2,Station_13,Station_47,17:02:00,17:53:00,8,12,Snow,30.2,73,59,1.4,None,0,62,0,0,1,Spring,1
T01585,2023-01-17,17:15:00,Train,Route_2,Station_17,Station_43,17:15:00,18:11:00,17,8,Fog,-2.9,47,53,3.2,None,0,16,0,0,1,Winter,1
T01586,2023-01-17,17:30:00,Bus,Route_9,Station_36,Station_44,17:32:00,18:09:00,7,7,Fog,17.2,76,55,8.5,Parade,2000,63,0,0,1,Spring,1
T01587,2023-01-17,17:45:00,Bus,Route_1,Station_33,Station_9,17:48:00,18:12:00,13,16,Cloudy,26.2,60,7,2.2,None,0,5,0,0,1,Winter,1
T01588,2023-01-17,18:00:00,Tram,Route_8,Station_1,Station_13,18:01:00,18:26:00,-1,-3,Storm,-0.3,68,53,8.9,None,50000,13,0,1,1,Summer,0
T01589,2023-01-17,18:15:00,Metro,Route_6,Station_15,Station_15,18:16:00,18:40:00,14,23,Clear,11.2,67,35,11.2,None,0,16,0,0,1,Spring,1
T01590,2023-01-17,18:30:00,Metro,Route_6,Station_13,Station_27,18:31:00,19:00:00,19,-1,Fog,-3.3,76,19,0.0,Protest,50000,37,0,0,1,Autumn,0
T01591,2023-01-17,18:45:00,Tram,Route_18,Station_17,Station_15,18:45:00,19:22:00,17,8,Fog,22.3,99,51,2.3,Festival,0,68,0,0,1,Winter,1
T01592,2023-01-17,19:00:00,Metro,Route_17,Station_24,Station_28,19:00:00,19:48:00,7,26,Rain,7.3,37,5,7.5,Protest,500,12,0,0,1,Summer,1
T01593,2023-01-17,19:15:00,Metro,Route_12,Station_8,Station_37,19:19:00,19:59:00,10,5,Storm,17.4,94,32,1.1,Festival,0,52,1,0,1,Autumn,0
T01594,2023-01-17,19:30:00,Metro,Route_6,Station_50,Station_19,19:32:00,20:10:00,9,-3,Fog,32.3,42,27,2.7,None,500,8,0,1,1,Summer,0
T01595,2023-01-17,19:45:00,Metro,Route_8,Station_27,Station_26,19:47:00,20:07:00,12,0,Snow,7.2,84,49,4.6,None,0,43,0,0,1,Spring,0
T01596,2023-01-17,20:00:00,Metro,Route_19,Station_45,Station_26,20:03:00,20:37:00,4,11,Storm,-3.1,72,37,8.6,Sports,0,25,0,0,1,Autumn,1
T01597,2023-01-17,20:15:00,Bus,Route_10,Station_23,Station_25,20:16:00,20:58:00,19,23,Clear,22.0,33,29,14.3,None,0,76,0,1,1,Winter,1
T01598,2023-01-17,20:30:00,Metro,Route_1,Station_46,Station_26,20:30:00,21:27:00,18,4,Snow,26.5,89,45,2.7,None,0,18,1,0,1,Winter,0
T01599,2023-01-17,20:45:00,Bus,Route_13,Station_8,Station_26,20:48:00,21:14:00,10,19,Rain,33.3,41,42,14.8,Protest,50000,47,0,0,1,Autumn,1
T01600,2023-01-17,21:00:00,Metro,Route_17,Station_8,Station_46,21:03:00,21:46:00,9,11,Cloudy,1.3,88,16,17.1,Sports,0,80,0,0,1,Winter,1
T01601,2023-01-17,21:15:00,Tram,Route_3,Station_26,Station_28,21:15:00,21:46:00,9,23,Snow,10.7,83,8,13.0,Parade,500,79,0,0,1,Summer,1
T01602,2023-01-17,21:30:00,Train,Route_8,Station_47,Station_49,21:32:00,21:56:00,-1,27,Clear,28.8,73,27,0.9,Parade,2000,29,0,0,1,Autumn,1
T01603,2023-01-17,21:45:00,Bus,Route_14,Station_13,Station_18,21:46:00,22:21:00,2,4,Snow,27.3,45,53,8.8,None,0,31,0,0,1,Winter,0
T01604,2023-01-17,22:00:00,Metro,Route_3,Station_39,Station_32,22:02:00,22:20:00,-1,26,Storm,20.0,35,6,13.2,Festival,0,77,0,0,1,Summer,1
T01605,2023-01-17,22:15:00,Tram,Route_16,Station_37,Station_3,22:18:00,23:00:00,17,14,Storm,5.8,43,45,19.6,None,0,78,0,0,1,Winter,1
T01606,2023-01-17,22:30:00,Train,Route_13,Station_49,Station_2,22:31:00,23:04:00,10,0,Clear,6.4,87,27,19.0,Sports,0,75,0,1,1,Summer,0
T01607,2023-01-17,22:45:00,Bus,Route_20,Station_28,Station_33,22:49:00,23:37:00,0,18,Storm,-0.0,60,16,7.9,None,0,74,0,0,1,Spring,1
T01608,2023-01-17,23:00:00,Train,Route_17,Station_25,Station_42,23:03:00,23:56:00,8,-1,Snow,31.9,70,39,12.3,None,0,68,0,0,1,Summer,0
T01609,2023-01-17,23:15:00,Tram,Route_13,Station_16,Station_19,23:17:00,00:05:00,13,11,Cloudy,1.9,64,59,17.8,Festival,0,10,0,0,1,Winter,1
T01610,2023-01-17,23:30:00,Bus,Route_6,Station_2,Station_17,23:32:00,00:24:00,-2,29,Snow,17.9,39,47,16.6,None,10000,97,0,0,1,Summer,1
T01611,2023-01-17,23:45:00,Train,Route_17,Station_18,Station_44,23:47:00,00:05:00,16,10,Cloudy,18.4,59,43,9.6,Concert,10000,82,0,0,1,Winter,1
T01612,2023-01-18,00:00:00,Metro,Route_14,Station_17,Station_33,00:00:00,00:27:00,8,-3,Storm,9.8,73,43,5.2,None,2000,25,0,0,2,Autumn,0
T01613,2023-01-18,00:15:00,Bus,Route_17,Station_30,Station_12,00:18:00,00:46:00,6,22,Snow,9.1,84,59,2.7,None,0,25,0,0,2,Autumn,1
T01614,2023-01-18,00:30:00,Train,Route_8,Station_39,Station_49,00:31:00,01:08:00,11,4,Storm,21.7,47,59,9.8,None,0,16,0,0,2,Spring,0
T01615,2023-01-18,00:45:00,Tram,Route_11,Station_13,Station_3,00:47:00,01:29:00,6,12,Cloudy,10.5,68,4,14.5,Concert,0,94,0,0,2,Summer,1
T01616,2023-01-18,01:00:00,Tram,Route_20,Station_32,Station_43,01:02:00,01:51:00,4,6,Storm,5.2,71,4,19.4,None,0,82,0,1,2,Spring,1
T01617,2023-01-18,01:15:00,Bus,Route_1,Station_50,Station_49,01:15:00,01:46:00,13,22,Fog,11.0,83,13,17.2,None,0,43,0,0,2,Autumn,1
T01618,2023-01-18,01:30:00,Train,Route_7,Station_29,Station_26,01:31:00,02:02:00,0,24,Rain,27.3,59,5,4.1,Sports,50000,83,0,1,2,Summer,1
T01619,2023-01-18,01:45:00,Bus,Route_17,Station_46,Station_35,01:48:00,02:32:00,16,8,Snow,33.7,49,6,14.4,None,0,22,0,1,2,Summer,1
T01620,2023-01-18,02:00:00,Bus,Route_10,Station_30,Station_8,02:04:00,02:20:00,1,16,Fog,20.4,71,54,5.8,None,0,24,0,1,2,Spring,1
T01621,2023-01-18,02:15:00,Train,Route_11,Station_18,Station_36,02:15:00,02:40:00,4,10,Storm,26.3,34,52,13.7,Festival,500,91,0,1,2,Spring,1
T01622,2023-01-18,02:30:00,Train,Route_9,Station_13,Station_7,02:33:00,02:57:00,9,25,Storm,16.3,79,16,13.3,None,10000,36,0,0,2,Summer,1
T01623,2023-01-18,02:45:00,Metro,Route_9,Station_43,Station_46,02:49:00,03:08:00,15,8,Rain,20.0,70,58,5.4,None,0,75,0,0,2,Summer,1
T01624,2023-01-18,03:00:00,Train,Route_5,Station_21,Station_46,03:02:00,03:24:00,2,14,Storm,34.5,68,8,4.7,Sports,0,64,0,0,2,Summer,1
T01625,2023-01-18,03:15:00,Tram,Route_17,Station_30,Station_36,03:17:00,03:59:00,19,-2,Rain,12.5,86,30,2.1,Sports,10000,1,0,1,2,Spring,0
T01626,2023-01-18,03:30:00,Bus,Route_9,Station_21,Station_16,03:31:00,04:11:00,7,-2,Snow,-2.3,86,21,1.0,Sports,0,73,0,0,2,Winter,0
T01627,2023-01-18,03:45:00,Bus,Route_17,Station_48,Station_24,03:49:00,04:32:00,9,13,Cloudy,33.3,66,44,17.2,Parade,500,97,0,0,2,Autumn,1
T01628,2023-01-18,04:00:00,Tram,Route_19,Station_17,Station_1,04:02:00,04:58:00,5,6,Rain,26.7,36,8,1.0,None,10000,31,0,0,2,Autumn,1
T01629,2023-01-18,04:15:00,Train,Route_7,Station_40,Station_49,04:17:00,04:57:00,16,14,Rain,10.9,34,58,1.8,Parade,50000,88,0,0,2,Spring,1
T01630,2023-01-18,04:30:00,Tram,Route_9,Station_19,Station_25,04:31:00,04:53:00,12,18,Fog,34.3,80,15,4.8,Parade,0,73,0,0,2,Summer,1
T01631,2023-01-18,04:45:00,Tram,Route_7,Station_15,Station_10,04:48:00,05:08:00,-2,15,Storm,8.8,37,35,17.8,Festival,0,54,0,0,2,Autumn,1
T01632,2023-01-18,05:00:00,Metro,Route_13,Station_9,Station_16,05:02:00,05:40:00,0,-3,Snow,9.9,85,33,6.7,None,0,49,0,1,2,Autumn,0
T01633,2023-01-18,05:15:00,Tram,Route_11,Station_10,Station_16,05:15:00,06:11:00,15,20,Cloudy,19.4,40,44,3.8,Festival,0,64,0,1,2,Autumn,1
T01634,2023-01-18,05:30:00,Bus,Route_14,Station_44,Station_8,05:30:00,05:51:00,15,21,Clear,6.0,51,12,14.3,None,500,31,0,1,2,Autumn,1
T01635,2023-01-18,05:45:00,Tram,Route_19,Station_31,Station_29,05:48:00,06:11:00,-1,27,Rain,22.9,40,18,6.4,Sports,50000,36,0,1,2,Summer,1
T01636,2023-01-18,06:00:00,Bus,Route_11,Station_23,Station_39,06:04:00,06:35:00,2,27,Clear,1.1,89,11,6.7,None,0,75,0,0,2,Spring,1
T01637,2023-01-18,06:15:00,Bus,Route_13,Station_30,Station_28,06:16:00,06:51:00,-2,-2,Storm,-0.7,44,35,14.8,Protest,0,81,0,1,2,Summer,0
T01638,2023-01-18,06:30:00,Bus,Route_14,Station_33,Station_6,06:30:00,07:09:00,7,15,Rain,16.4,67,9,5.0,Concert,0,93,0,0,2,Summer,1
T01639,2023-01-18,06:45:00,Train,Route_13,Station_9,Station_16,06:45:00,07:27:00,17,8,Clear,17.2,30,15,17.9,None,0,12,0,1,2,Autumn,1
T01640,2023-01-18,07:00:00,Metro,Route_1,Station_47,Station_20,07:03:00,07:53:00,7,6,Fog,-0.7,75,27,11.2,Festival,0,53,0,0,2,Autumn,1
T01641,2023-01-18,07:15:00,Bus,Route_8,Station_1,Station_16,07:19:00,07:45:00,2,27,Clear,33.6,72,55,10.8,None,0,2,0,0,2,Summer,1
T01642,2023-01-18,07:30:00,Bus,Route_12,Station_44,Station_7,07:34:00,08:23:00,15,18,Fog,17.9,51,18,5.3,Concert,10000,84,1,1,2,Summer,1
T01643,2023-01-18,07:45:00,Train,Route_19,Station_35,Station_41,07:48:00,08:37:00,18,19,Cloudy,1.0,32,39,16.7,None,0,41,0,0,2,Summer,1
T01644,2023-01-18,08:00:00,Bus,Route_12,Station_11,Station_14,08:00:00,08:45:00,12,19,Storm,7.5,43,5,11.5,Festival,0,77,0,0,2,Winter,1
T01645,2023-01-18,08:15:00,Tram,Route_8,Station_34,Station_43,08:16:00,08:36:00,17,11,Snow,27.0,31,3,3.1,None,0,39,0,0,2,Autumn,1
T01646,2023-01-18,08:30:00,Tram,Route_8,Station_16,Station_26,08:30:00,09:12:00,5,22,Clear,15.9,90,29,4.1,None,0,73,0,0,2,Spring,1
T01647,2023-01-18,08:45:00,Metro,Route_13,Station_9,Station_26,08:49:00,09:26:00,14,-1,Rain,2.5,61,38,9.4,None,0,65,0,0,2,Spring,0
T01648,2023-01-18,09:00:00,Bus,Route_12,Station_32,Station_14,09:00:00,09:53:00,9,19,Storm,-0.9,67,30,15.6,Sports,10000,59,0,0,2,Spring,1
T01649,2023-01-18,09:15:00,Train,Route_16,Station_15,Station_7,09:16:00,09:49:00,18,16,Clear,12.2,75,45,18.8,Concert,50000,10,0,0,2,Winter,1
T01650,2023-01-18,09:30:00,Tram,Route_1,Station_12,Station_33,09:32:00,09:59:00,9,4,Rain,8.5,71,26,13.3,None,0,0,0,0,2,Winter,0
T01651,2023-01-18,09:45:00,Train,Route_13,Station_33,Station_26,09:45:00,10:19:00,-2,14,Rain,21.2,35,44,10.1,None,2000,25,0,0,2,Spring,1
T01652,2023-01-18,10:00:00,Train,Route_7,Station_45,Station_45,10:03:00,10:48:00,1,2,Snow,32.0,70,20,5.0,None,0,41,0,0,2,Spring,0
T01653,2023-01-18,10:15:00,Tram,Route_5,Station_14,Station_20,10:17:00,10:57:00,5,23,Snow,4.9,54,36,13.5,Festival,0,61,0,0,2,Spring,1
T01654,2023-01-18,10:30:00,Train,Route_8,Station_8,Station_3,10:33:00,11:06:00,-2,11,Rain,29.2,40,8,19.6,Sports,500,60,0,0,2,Summer,1
T01655,2023-01-18,10:45:00,Tram,Route_14,Station_8,Station_4,10:48:00,11:13:00,12,1,Snow,31.8,70,34,9.5,None,0,76,0,0,2,Autumn,0
T01656,2023-01-18,11:00:00,Train,Route_13,Station_27,Station_26,11:03:00,11:55:00,15,5,Rain,31.1,86,41,3.2,None,0,91,0,0,2,Winter,0
T01657,2023-01-18,11:15:00,Tram,Route_15,Station_12,Station_11,11:15:00,11:43:00,-2,3,Clear,33.1,75,46,2.1,None,0,99,0,1,2,Winter,0
T01658,2023-01-18,11:30:00,Bus,Route_17,Station_1,Station_2,11:34:00,12:05:00,8,16,Cloudy,28.7,77,51,5.4,Festival,0,84,0,1,2,Summer,1
T01659,2023-01-18,11:45:00,Metro,Route_15,Station_43,Station_14,11:47:00,12:40:00,-1,6,Snow,18.7,92,20,11.4,None,0,61,0,1,2,Winter,1
T01660,2023-01-18,12:00:00,Tram,Route_20,Station_40,Station_44,12:01:00,12:52:00,-2,22,Fog,11.4,68,16,18.9,Sports,0,73,0,0,2,Spring,1
T01661,2023-01-18,12:15:00,Tram,Route_18,Station_42,Station_30,12:19:00,13:05:00,9,0,Fog,14.7,39,54,6.0,None,0,11,0,0,2,Winter,0
T01662,2023-01-18,12:30:00,Metro,Route_18,Station_11,Station_49,12:30:00,12:55:00,13,20,Fog,29.9,99,23,6.1,None,2000,26,0,0,2,Summer,1
T01663,2023-01-18,12:45:00,Tram,Route_2,Station_39,Station_12,12:48:00,13:14:00,19,10,Cloudy,7.1,94,30,9.6,None,0,66,0,0,2,Autumn,1
